country,iso3,region,subregion,year,authority,authority_band,enforcement_capacity,enforcement_capacity_band,information_control,information_control_band,institutional_capacity,institutional_capacity_band,legitimacy,legitimacy_band,resource_concentration,resource_concentration_band,prototype_note
Ethiopia,ETH,Africa,Eastern Africa,1990,41.2,Medium,48.0,Medium,42.1,Medium,31.6,Low,48.1,Medium,54.3,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,1999,41.4,Medium,43.4,Medium,38.2,Low,42.3,Medium,46.4,Medium,47.3,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2000,41.9,Medium,43.4,Medium,38.2,Low,43.0,Medium,47.7,Medium,46.6,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2001,42.5,Medium,43.6,Medium,38.8,Low,43.8,Medium,48.1,Medium,46.6,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2002,42.5,Medium,43.4,Medium,39.2,Low,44.1,Medium,48.6,Medium,45.4,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2003,42.3,Medium,42.9,Medium,39.7,Low,44.2,Medium,48.9,Medium,45.2,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2004,42.1,Medium,43.3,Medium,40.2,Medium,43.9,Medium,48.8,Medium,44.5,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2005,41.5,Medium,43.0,Medium,41.2,Medium,44.3,Medium,48.1,Medium,44.2,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2006,41.0,Medium,42.9,Medium,41.0,Medium,43.6,Medium,48.0,Medium,44.0,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2007,39.1,Low,43.0,Medium,41.7,Medium,43.5,Medium,47.8,Medium,42.9,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2008,39.0,Low,42.8,Medium,42.6,Medium,42.9,Medium,47.3,Medium,41.7,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2009,38.9,Low,42.7,Medium,42.6,Medium,42.1,Medium,46.8,Medium,41.0,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2010,38.4,Low,42.9,Medium,41.7,Medium,41.9,Medium,46.6,Medium,41.2,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2011,38.2,Low,44.2,Medium,42.0,Medium,42.0,Medium,46.0,Medium,40.9,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2012,39.4,Low,44.2,Medium,41.5,Medium,40.7,Medium,45.1,Medium,41.2,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2013,39.0,Low,45.4,Medium,42.1,Medium,41.1,Medium,44.3,Medium,41.9,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2014,38.8,Low,45.1,Medium,41.3,Medium,40.4,Medium,43.5,Medium,42.7,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2015,38.6,Low,44.9,Medium,41.6,Medium,39.3,Low,42.1,Medium,43.5,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2016,38.7,Low,44.8,Medium,42.0,Medium,38.4,Low,41.7,Medium,44.4,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2017,38.7,Low,45.3,Medium,41.0,Medium,39.1,Low,41.7,Medium,43.2,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2018,39.3,Low,46.2,Medium,41.2,Medium,39.9,Low,42.3,Medium,43.5,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2019,39.6,Low,47.4,Medium,40.7,Medium,40.1,Medium,43.0,Medium,43.8,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2020,40.3,Medium,47.1,Medium,40.7,Medium,40.5,Medium,43.0,Medium,45.2,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2021,42.2,Medium,48.0,Medium,40.4,Medium,41.0,Medium,43.7,Medium,45.7,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2022,43.0,Medium,48.2,Medium,39.9,Low,41.3,Medium,44.1,Medium,46.3,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2023,43.9,Medium,48.4,Medium,40.2,Medium,41.5,Medium,44.9,Medium,47.0,Medium,Synthetic safe prototype data; not factual.
Senegal,SEN,Africa,Western Africa,2024,43.9,Medium,47.9,Medium,39.8,Low,41.9,Medium,46.6,Medium,46.9,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,1990,58.1,Medium,62.7,Medium,46.1,Medium,58.8,Medium,58.8,Medium,63.4,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,1991,58.5,Medium,64.5,Medium,46.2,Medium,58.6,Medium,59.7,Medium,63.7,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,1992,57.7,Medium,64.9,Medium,45.1,Medium,58.0,Medium,58.6,Medium,64.3,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,1993,57.2,Medium,65.5,Medium,45.7,Medium,57.4,Medium,59.2,Medium,64.9,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,1994,56.4,Medium,65.4,Medium,46.3,Medium,56.8,Medium,58.9,Medium,64.4,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,1995,55.4,Medium,64.6,Medium,46.8,Medium,55.7,Medium,59.0,Medium,64.3,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,1996,54.3,Medium,63.3,Medium,47.5,Medium,54.9,Medium,57.4,Medium,64.1,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,1997,52.9,Medium,62.6,Medium,47.6,Medium,55.2,Medium,56.4,Medium,64.1,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,1998,53.1,Medium,62.6,Medium,48.7,Medium,54.4,Medium,56.4,Medium,63.5,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,1999,52.8,Medium,62.6,Medium,49.1,Medium,55.2,Medium,56.4,Medium,63.7,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2000,52.5,Medium,63.3,Medium,49.0,Medium,55.2,Medium,56.3,Medium,63.0,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2001,53.2,Medium,63.6,Medium,49.1,Medium,56.6,Medium,56.4,Medium,62.3,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2002,55.2,Medium,63.1,Medium,49.3,Medium,57.1,Medium,56.2,Medium,62.9,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2003,56.6,Medium,63.3,Medium,49.7,Medium,58.0,Medium,55.9,Medium,62.2,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2004,56.8,Medium,63.7,Medium,49.3,Medium,58.6,Medium,55.4,Medium,61.5,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2005,56.9,Medium,64.1,Medium,49.3,Medium,59.1,Medium,56.2,Medium,61.4,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2006,56.9,Medium,64.4,Medium,49.9,Medium,59.3,Medium,55.9,Medium,61.2,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2007,57.3,Medium,64.5,Medium,49.9,Medium,59.7,Medium,56.7,Medium,60.9,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2008,58.8,Medium,65.1,Medium,50.3,Medium,61.0,Medium,57.5,Medium,60.8,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2009,59.4,Medium,65.3,Medium,50.2,Medium,62.0,Medium,57.4,Medium,61.1,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2010,59.4,Medium,66.1,Medium,50.2,Medium,62.5,Medium,57.2,Medium,59.8,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2011,59.2,Medium,66.2,Medium,50.2,Medium,63.0,Medium,57.0,Medium,61.0,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2012,57.9,Medium,65.4,Medium,50.3,Medium,62.4,Medium,56.7,Medium,61.8,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2013,57.2,Medium,66.0,Medium,49.7,Medium,62.2,Medium,56.5,Medium,62.4,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2014,57.2,Medium,66.1,Medium,50.1,Medium,62.4,Medium,58.5,Medium,62.5,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2015,57.6,Medium,67.2,Medium,49.2,Medium,63.1,Medium,60.2,Medium,62.7,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2016,57.6,Medium,69.0,Medium,48.3,Medium,63.6,Medium,60.8,Medium,62.4,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2017,57.2,Medium,69.9,Medium,48.1,Medium,62.9,Medium,61.6,Medium,61.6,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2018,56.9,Medium,70.3,High,48.3,Medium,62.8,Medium,62.4,Medium,61.0,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2019,56.7,Medium,70.4,High,48.6,Medium,64.0,Medium,63.2,Medium,61.6,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2020,57.4,Medium,71.6,High,49.2,Medium,64.1,Medium,65.1,Medium,62.3,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2021,57.5,Medium,71.4,High,49.8,Medium,63.8,Medium,65.8,Medium,61.6,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2022,57.5,Medium,71.2,High,49.9,Medium,63.3,Medium,66.5,Medium,61.5,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2023,57.5,Medium,70.2,High,50.0,Medium,63.2,Medium,67.4,Medium,62.5,Medium,Synthetic safe prototype data; not factual.
Dominican Republic,DOM,Americas,Caribbean,2024,57.1,Medium,69.1,Medium,50.1,Medium,63.1,Medium,68.1,Medium,61.9,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,1990,64.4,Medium,55.9,Medium,52.5,Medium,50.9,Medium,61.1,Medium,60.6,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,1991,65.3,Medium,55.8,Medium,52.3,Medium,51.6,Medium,60.8,Medium,60.9,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,1992,65.1,Medium,55.0,Medium,53.9,Medium,51.1,Medium,62.1,Medium,61.8,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,1993,63.9,Medium,53.9,Medium,55.1,Medium,51.6,Medium,62.9,Medium,61.7,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,1994,63.3,Medium,52.9,Medium,55.3,Medium,52.0,Medium,64.1,Medium,61.3,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,1995,62.9,Medium,52.8,Medium,55.1,Medium,52.5,Medium,64.3,Medium,59.9,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,1996,63.0,Medium,53.7,Medium,55.5,Medium,53.2,Medium,65.0,Medium,59.6,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,1997,62.5,Medium,53.4,Medium,56.5,Medium,53.2,Medium,64.8,Medium,59.5,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,1998,62.8,Medium,53.9,Medium,56.7,Medium,52.7,Medium,64.8,Medium,59.3,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,1999,62.1,Medium,55.5,Medium,57.0,Medium,51.9,Medium,65.6,Medium,58.3,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2000,62.6,Medium,54.7,Medium,57.5,Medium,51.7,Medium,64.9,Medium,58.4,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2001,63.0,Medium,55.0,Medium,58.1,Medium,52.2,Medium,64.8,Medium,58.1,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2002,62.5,Medium,56.3,Medium,58.1,Medium,52.6,Medium,64.6,Medium,57.8,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2003,62.6,Medium,57.4,Medium,58.1,Medium,52.6,Medium,64.4,Medium,57.8,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2004,63.8,Medium,58.2,Medium,58.2,Medium,53.7,Medium,65.0,Medium,57.9,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2005,64.5,Medium,58.0,Medium,57.3,Medium,53.3,Medium,64.8,Medium,57.2,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2006,65.3,Medium,58.7,Medium,57.4,Medium,53.1,Medium,64.0,Medium,57.5,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2007,65.6,Medium,58.9,Medium,57.9,Medium,52.7,Medium,62.9,Medium,57.6,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2008,65.5,Medium,58.0,Medium,58.2,Medium,53.7,Medium,63.1,Medium,58.0,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2009,65.9,Medium,58.1,Medium,58.5,Medium,54.8,Medium,62.1,Medium,57.8,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2010,67.1,Medium,57.7,Medium,57.6,Medium,54.4,Medium,61.1,Medium,58.3,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2011,66.8,Medium,57.5,Medium,57.1,Medium,53.9,Medium,59.6,Medium,58.1,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2012,67.8,Medium,56.8,Medium,56.8,Medium,55.4,Medium,59.4,Medium,59.0,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2013,67.0,Medium,56.9,Medium,57.0,Medium,56.1,Medium,60.1,Medium,58.6,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2014,67.5,Medium,57.1,Medium,56.4,Medium,56.0,Medium,61.2,Medium,58.0,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2015,67.9,Medium,57.1,Medium,55.9,Medium,56.6,Medium,61.2,Medium,58.3,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2016,67.8,Medium,56.4,Medium,55.6,Medium,57.6,Medium,61.5,Medium,58.9,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2017,67.4,Medium,56.6,Medium,55.6,Medium,58.0,Medium,61.3,Medium,59.3,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2018,66.6,Medium,57.6,Medium,55.0,Medium,58.6,Medium,61.2,Medium,59.1,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2019,65.9,Medium,58.3,Medium,54.7,Medium,58.8,Medium,62.2,Medium,60.5,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2020,65.4,Medium,58.5,Medium,54.9,Medium,58.9,Medium,63.3,Medium,61.1,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2021,64.9,Medium,58.4,Medium,55.2,Medium,58.4,Medium,63.8,Medium,60.4,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2022,64.8,Medium,58.8,Medium,56.0,Medium,58.4,Medium,64.3,Medium,61.0,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2023,64.4,Medium,58.7,Medium,57.3,Medium,58.1,Medium,65.6,Medium,60.7,Medium,Synthetic safe prototype data; not factual.
Jamaica,JAM,Americas,Caribbean,2024,64.5,Medium,59.6,Medium,57.8,Medium,58.2,Medium,66.0,Medium,60.8,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,1990,51.1,Medium,56.3,Medium,60.8,Medium,53.0,Medium,43.7,Medium,42.7,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,1991,52.0,Medium,56.3,Medium,61.5,Medium,54.4,Medium,43.7,Medium,42.2,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,1992,52.2,Medium,57.0,Medium,61.6,Medium,55.0,Medium,43.8,Medium,41.5,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,1993,51.9,Medium,57.2,Medium,61.4,Medium,55.9,Medium,42.6,Medium,40.1,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,1994,52.3,Medium,56.2,Medium,61.7,Medium,55.7,Medium,41.8,Medium,38.4,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,1995,52.2,Medium,55.9,Medium,61.1,Medium,55.7,Medium,42.1,Medium,38.1,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,1996,52.1,Medium,55.7,Medium,61.7,Medium,56.0,Medium,41.8,Medium,37.6,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,1997,50.8,Medium,55.3,Medium,62.5,Medium,56.2,Medium,41.9,Medium,38.0,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,1998,50.4,Medium,55.6,Medium,63.2,Medium,55.7,Medium,41.7,Medium,38.2,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,1999,49.4,Medium,55.9,Medium,63.1,Medium,55.6,Medium,41.7,Medium,38.9,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2000,48.9,Medium,55.0,Medium,62.9,Medium,54.9,Medium,41.4,Medium,38.8,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2001,48.7,Medium,55.3,Medium,62.3,Medium,54.5,Medium,40.7,Medium,38.6,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2002,48.5,Medium,56.9,Medium,61.3,Medium,53.6,Medium,40.6,Medium,39.7,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2003,48.1,Medium,56.8,Medium,61.0,Medium,53.5,Medium,40.9,Medium,40.6,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2004,48.1,Medium,58.4,Medium,61.2,Medium,53.8,Medium,40.4,Medium,41.2,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2005,48.5,Medium,58.9,Medium,60.1,Medium,53.7,Medium,40.0,Medium,41.5,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2006,49.7,Medium,59.8,Medium,59.3,Medium,53.5,Medium,39.2,Low,41.3,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2007,50.5,Medium,60.8,Medium,59.9,Medium,53.9,Medium,39.6,Low,41.6,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2008,50.6,Medium,61.3,Medium,60.1,Medium,54.4,Medium,40.3,Medium,41.0,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2009,51.5,Medium,62.6,Medium,60.2,Medium,54.5,Medium,41.9,Medium,41.2,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2010,52.6,Medium,63.1,Medium,60.1,Medium,55.7,Medium,42.8,Medium,41.1,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2011,53.5,Medium,63.5,Medium,60.1,Medium,56.0,Medium,42.8,Medium,41.7,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2012,54.0,Medium,63.6,Medium,60.2,Medium,56.9,Medium,43.8,Medium,42.2,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2013,54.0,Medium,64.0,Medium,60.4,Medium,58.0,Medium,44.5,Medium,41.8,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2014,54.3,Medium,63.5,Medium,60.8,Medium,57.9,Medium,43.3,Medium,42.0,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2015,53.7,Medium,62.0,Medium,62.3,Medium,57.6,Medium,42.8,Medium,42.1,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2016,53.1,Medium,59.0,Medium,63.9,Medium,57.5,Medium,41.2,Medium,43.3,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2017,51.7,Medium,57.4,Medium,65.9,Medium,56.2,Medium,39.5,Low,42.9,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2018,50.8,Medium,55.3,Medium,67.4,Medium,55.6,Medium,38.6,Low,43.4,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2019,50.1,Medium,54.4,Medium,67.8,Medium,55.5,Medium,38.6,Low,43.0,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2020,50.2,Medium,55.4,Medium,68.1,Medium,56.7,Medium,38.8,Low,41.8,Medium,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2021,50.1,Medium,57.2,Medium,68.0,Medium,57.9,Medium,40.5,Medium,39.7,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2022,51.1,Medium,57.3,Medium,68.2,Medium,59.7,Medium,41.8,Medium,38.3,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2023,51.3,Medium,57.2,Medium,68.5,Medium,60.0,Medium,43.1,Medium,36.4,Low,Synthetic safe prototype data; not factual.
Costa Rica,CRI,Americas,Central America,2024,51.5,Medium,57.9,Medium,69.7,Medium,60.9,Medium,44.4,Medium,34.7,Low,Synthetic safe prototype data; not factual.
El Salvador,SLV,Americas,Central America,1990,51.1,Medium,58.0,Medium,49.1,Medium,54.0,Medium,59.7,Medium,44.5,Medium,Synthetic safe prototype data; not factual.
